"id","Description","Name"
"d59a3e9c-6d52-4a5a-aeed-6bf3cf0e31da","Has the same access as API Management Service Workspace API Developer as well as read access to users and write access to allow assigning users to groups. This role should be assigned on the service scope.","API Management Service Workspace API Product Manager"
"9565a273-41b9-4368-97d2-aeb0c976a9b3","Has read access to tags and products and write access to allow: assigning APIs to products, assigning tags to products and APIs. This role should be assigned on the service scope.","API Management Service Workspace API Developer"
"0c34c906-8d99-4cb7-8bb7-33f5b0a1a799","Can manage the workspace and view, but not modify its members. This role should be assigned on the workspace scope.","API Management Workspace Contributor"
"b8eda974-7b85-4f76-af95-65846b26df6d","Customer has read access on Azure Storage file shares.","Storage File Data Privileged Reader"
"69566ab7-960f-475b-8e7c-b3118f30c6bd","Customer has read, write, delete and modify NTFS permission access on Azure Storage file shares.","Storage File Data Privileged Contributor"
"7eabc9a4-85f7-4f71-b8ab-75daaccc1033","This role is used by Windows 365 to read virtual networks and join the designated virtual networks.","Windows 365 Network User"
"1f135831-5bbe-4924-9016-264044c00788","This role is used by Windows 365 to provision required network resources and join Microsoft-hosted VMs to network interfaces.","Windows 365 Network Interface Contributor"
"3d55a8f6-4133-418d-8051-facdb1735758","Read subscriptions, images, azure firewalls. This role is used in Windows365 scenarios.","Windows365SubscriptionReader"
"0f37683f-2463-46b6-9ce7-9b788b988ba2","Create, read, download, modify and delete reports objects and related other resource objects.","App Compliance Automation Administrator"
"ffc6bbe0-e443-4c3b-bf54-26581bb2f78e","Read, download the reports objects and related other resource objects.","App Compliance Automation Reader"
"8b9dfcab-4b77-4632-a6df-94bd07820648","Allows user read and write access to Azure Sphere resources.","Azure Sphere Contributor"
"e9b8712a-cbcf-4ea7-b0f7-e71b803401e6","SaaS Hub contributor can manage SaaS Hub resource","SaaS Hub Contributor"
"c8ae6279-5a0b-4cb2-b3f0-d4d62845742c","Allows user to read Azure Sphere resources.","Azure Sphere Reader"
"6d994134-994b-4a59-9974-f479f0b227fb","Allows user to read and download Azure Sphere resources and upload images.","Azure Sphere Publisher"
"be1a1ac2-09d3-4261-9e57-a73a6e227f53","Lets you manage the procurement of products and services.","Procurement Contributor"
"ea01e6af-a1c1-4350-9563-ad00f8c72ec5","Can list workspace connection secrets","Azure Machine Learning Workspace Connection Secrets Reader"
"79b01272-bf9f-4f4c-9517-5506269cf524","This role has been deprecated","Cognitive Search Serverless Data Reader (Deprecated)"
"7ac06ca7-21ca-47e3-a67b-cbd6e6223baf","This role has been deprecated","Cognitive Search Serverless Data Contributor (Deprecated)"
"5e28a61e-8040-49db-b175-bb5b88af6239","Community Owner Role to access the resources of Microsoft.Mission stored with RPSAAS.","Community Owner Role"
"9c1607d1-791d-4c68-885d-c7b7aaff7c8a","Upload and analyze firmware images in Defender for IoT","Firmware Analysis Admin"
"8b54135c-b56d-4d72-a534-26097cfdc8d8","Manage access to Azure Key Vault by adding or removing role assignments for the Key Vault Administrator, Key Vault Certificates Officer, Key Vault Crypto Officer, Key Vault Crypto Service Encryption User, Key Vault Crypto User, Key Vault Reader, Key Vault Secrets Officer, or Key Vault Secrets User roles. Includes an ABAC condition to constrain role assignments.","Key Vault Data Access Administrator"
"1e7ca9b1-60d1-4db8-a914-f2ca1ff27c40","Grants access to read blobs and update index tags. This role is used by the data scanner of Defender for Storage.","Defender for Storage Data Scanner"
"df2711a6-406d-41cf-b366-b0250bff9ad1","Grants permissions to execute diagnostics provided by Compute Diagnostic Service for Compute Resources.","Compute Diagnostics Role"
"fa6cecf6-5db3-4c43-8470-c540bcb4eafa","Allows access to create Private Endpoints on SAN resources, and to read SAN resources","Elastic SAN Network Admin"
"bba48692-92b0-4667-a9ad-c31c7b334ac2","Minimal permission to view Cognitive Services usages.","Cognitive Services Usages Reader"
"c088a766-074b-43ba-90d4-1fb21feae531","Role to allow backup vault to access PostgreSQL Flexible Server Resource APIs for Long Term Retention Backup.","PostgreSQL Flexible Server Long Term Retention Backup Role"
"a02f7c31-354d-4106-865a-deedf37fa038","Role allows user or principal access to $status and $reindex to update search parameters","Search Parameter Manager"
"66f75aeb-eabe-4b70-9f1e-c350c4c9ad04","Manage access to Virtual Machines by adding or removing role assignments for the Virtual Machine Administrator Login and Virtual Machine User Login roles. Includes an ABAC condition to constrain role assignments.","Virtual Machine Data Access Administrator (preview)"
"4accf36b-2c05-432f-91c8-5c532dff4c73","You have read-only access to all resources in a Standard logic app and workflows, including the workflow runs and their history.","Logic Apps Standard Reader (Preview)"
"523776ba-4eb2-4600-a3c8-f2dc93da4bdb","You can create and edit workflows, connections, and settings for a Standard logic app. You can't make changes outside the workflow scope.","Logic Apps Standard Developer (Preview)"
"ad710c24-b039-4e85-a019-deb4a06e8570","You can manage all aspects of a Standard logic app and workflows. You can't change access or ownership.","Logic Apps Standard Contributor (Preview)"
"b70c96e9-66fe-4c09-b6e7-c98e69c98555","You can enable and disable the logic app, resubmit workflow runs, as well as create connections. You can't edit workflows or settings.","Logic Apps Standard Operator (Preview)"
"7b3e853f-ad5d-4fb5-a7b8-56a3581c7037","Read IPAM Pools and child resources. Create and remove associations. This role is in preview and subject to change.","IPAM Pool User"
"e9c9ed2b-2a99-4071-b2ff-5b113ebf73a1","Lets you manage data in your account, including deleting them","SpatialMapsAccounts Account Owner"
"0b962ed2-6d56-471c-bd5f-3477d83a7ba4","Lets you create system topics and event subscriptions on all system topics exposed currently and in the future by Azure Resource Notifications","Azure Resource Notifications System Topics Subscriber"
"1c4770c0-34f7-4110-a1ea-a5855cc7a939","Allows for creating and exporting Snapshot of Elastic San Volume","Elastic SAN Snapshot Exporter"
"90e8b822-3e73-47b5-868a-787dc80c008f","Allows for Importing Elastic San Volume","Elastic SAN Volume Importer"
"49435da6-99fe-48a5-a235-fc668b9dc04a","Community Contributor Role to access the resources of Microsoft.Mission stored with RPSAAS.","Community Contributor Role"
"4b0f2fd7-60b4-4eca-896f-4435034f8bf5","Lets you subscribe messages on topicspaces.","EventGrid TopicSpaces Subscriber"
"a12b0b94-b317-4dcd-84a8-502ce99884c6","Lets you publish messages on topicspaces.","EventGrid TopicSpaces Publisher"
"d1a38570-4b05-4d70-b8e4-1100bcf76d12","Allows tenant level administration for data boundaries.","Data Boundary Tenant Administrator"
"8a90fa6b-6997-4a07-8a95-30633a7c97b9","Create and manage DeID batch jobs. This role is in preview and subject to change.","DeID Batch Data Owner"
"b73a14ee-91f5-41b7-bd81-920e12466be9","Read DeID batch jobs. This role is in preview and subject to change.","DeID Batch Data Reader"
"bb6577c4-ea0a-40b2-8962-ea18cb8ecd4e","Execute requests against DeID realtime endpoint. This role is in preview and subject to change.","DeID Realtime Data User"
"fa0d39e6-28e5-40cf-8521-1eb320653a4c","Allow read access to Azure Carbon Optimization data","Carbon Optimization Reader"
"38863829-c2a4-4f8d-b1d2-2e325973ebc7","Microsoft.Sovereign Landing Zone Management Owner allowing to review and modify Landing Zone Configurations as well as reading and adding Landing Zone Registrations. Also enables read-access to policies and management groups for enabling the full user experience of the Sovereign Services RP in the Azure Portal (as otherwise some elements might not be accessible to end users).","Landing Zone Management Owner"
"8fe6e843-6d9e-417b-9073-106b048f50bb","Microsoft.Sovereign Landing Zone Management Reader allowing to review Landing Zone Configurations and corresponding Registrations without the ability to modify. Also enables read-access to policies and management groups for enabling the full user experience of the Sovereign Services RP in the Azure Portal (as otherwise some elements might not be accessible to end users).","Landing Zone Management Reader"
"865ae368-6a45-4bd1-8fbf-0d5151f56fc1","Microsoft.AzureStackHCI Device Management Role","Azure Stack HCI Device Management Role"
"4dae6930-7baf-46f5-909e-0383bc931c46","Can approve Microsoft support requests to access specific resources contained within a subscription, or the subscription itself, when Customer Lockbox for Microsoft Azure is enabled on the tenant where the subscription resides.","Azure Customer Lockbox Approver for Subscription"
"7b1f81f9-4196-4058-8aae-762e593270df","Azure Resource Bridge Deployment Role","Azure Resource Bridge Deployment Role"
"874d1c73-6003-4e60-a13a-cb31ea190a85","Grants permissions to perform all VM actions","Azure Stack HCI VM Contributor"
"4b3fe76c-f777-4d24-a2d7-b027b0f7b273","Grants permissions to view VMs","Azure Stack HCI VM Reader"
"64702f94-c441-49e6-a78b-ef80e0188fee","Can perform all actions within an Azure AI resource besides managing the resource itself.","Azure AI Developer"
"eb960402-bf75-4cc3-8d68-35b34f960f72","Provides read access to environment resources.","Deployment Environments Reader"
"1d8c3fe3-8864-474b-8749-01e3783e8157","Allows send and receive access to event grid events.","EventGrid Data Contributor"
"78cbd9e7-9798-4e2e-9b5a-547d9ebb31fb","Allows receive access to event grid events.","EventGrid Data Receiver"
"3afb7f49-54cb-416e-8c09-6dc049efa503","Can perform all actions required to create a resource deployment within a resource group.","Azure AI Inference Deployment Operator"
"65a14201-8f6c-4c28-bec4-12619c5a9aaa","Built-in role that allows a Connected Cluster managed identity to call the checkAccess API","Connected Cluster Managed Identity CheckAccess Reader"
"c64499e0-74c3-47ad-921c-13865957895c","View reviews for a workload and recommendations linked to them.","Advisor Reviews Reader"
"8aac15f0-d885-4138-8afa-bfb5872f7d13","View reviews for a workload and triage recommendations linked to them.","Advisor Reviews Contributor"
"a8d4b70f-0fb9-4f72-b267-b87b2f990aec","Provides access to Dataset APIs","AgFood Platform Dataset Admin"
"0f641de8-0b88-4198-bdef-bd8b45ceba96","Lets you enable and configure Microsoft Defender for Storage's malware scanning and sensitive data discovery features on your storage accounts. Includes an ABAC condition to limit role assignments.","Defender for Storage Scanner Operator"
"662802e2-50f6-46b0-aed2-e834bacc6d12","Can view AFD standard and premium profiles and their endpoints, but can't make changes.","Azure Front Door Profile Reader"
"86fede04-b259-4277-8c3e-e26b9865abd8","Enclave Reader Role to access the resources of Microsoft.Mission stored with RPSAAS.","Enclave Reader Role"
"b5092dac-c796-4349-8681-1a322a31c3f9","List cluster admin credential action.","Azure Kubernetes Service Hybrid Cluster Admin Role"
"fc3f91a1-40bf-4439-8c46-45edbd83563a","List cluster user credential action.","Azure Kubernetes Service Hybrid Cluster User Role"
"e7037d40-443a-4434-a3fb-8cd202011e1d","Grants access to read and write Azure Kubernetes Services hybrid clusters","Azure Kubernetes Service Hybrid Contributor Role"
"3d5f3eff-eb94-473d-91e3-7aac74d6c0bb","Enclave Owner Role to access the resources of Microsoft.Mission stored with RPSAAS.","Enclave Owner Role"
"e6aadb6b-e64f-41c0-9392-d2bba3bc3ebc","Community Reader Role to access the resources of Microsoft.Mission stored with RPSAAS.","Community Reader Role"
"19feefae-eacc-4106-81fd-ac34c0671f14","Enclave Contributor Role to access the resources of Microsoft.Mission stored with RPSAAS.","Enclave Contributor Role"
"44f0a1a8-6fea-4b35-980a-8ff50c487c97","(Preview) Provides Azure Operator Nexus services the ability to write to a Key Vault. This role is in preview and subject to change.","Operator Nexus Key Vault Writer Service Role (Preview)"
"a316ed6d-1efe-48ac-ac08-f7995a9c26fb","Allows management of Encryption Scopes on a Storage Account","Storage Account Encryption Scope Contributor Role"
"08bbd89e-9f13-488c-ac41-acfcb10c90ab","Release keys. Only works for key vaults that use the 'Azure role-based access control' permission model.","Key Vault Crypto Service Release User"
"0cd9749a-3aaf-4ae5-8803-bd217705bf3b","Read, write, and delete Kubernetes Runtime storage classes in an Arc connected Kubernetes cluster","Kubernetes Runtime Storage Class Contributor Role"
"609c0c20-e0a0-4a71-b99f-e7e755ac493d","Allows access to all Gateway dataplane APIs.","Azure Programmable Connectivity Gateway User"
"db79e9a7-68ee-4b58-9aeb-b90e7c24fcba","Read certificate contents. Only works for key vaults that use the 'Azure role-based access control' permission model.","Key Vault Certificate User"
"4301dc2a-25a9-44b0-ae63-3636cf7f2bd2","Read real-time logs for Spring Cloud Gateway in Azure Spring Apps","Azure Spring Apps Spring Cloud Gateway Log Reader Role"
"52fd16bd-6ed5-46af-9c40-29cbd7952a29","Read real-time logs for all managed components in Azure Spring Apps","Azure Spring Apps Managed Components Log Reader Role"
"6593e776-2a30-40f9-8a32-4fe28b77655d","Read real-time logs for Application Configuration Service in Azure Spring Apps","Azure Spring Apps Application Configuration Service Log Reader Role"
"207bcc4b-86a6-4487-9141-d6c1f4c238aa","Grants you access to take actions as an on-site person to assist in the provisioning of an edge device","Azure Edge On-Site Deployment Engineer"
"c7244dfb-f447-457d-b2ba-3999044d1706","Allows for access to Azure API Center data plane read operations.","Azure API Center Data Reader"
"dfb2f09d-25f8-4558-8986-497084006d7a","built-in role for azure impact-insight read access","Azure impact-insight reader"
"8bb6f106-b146-4ee6-a3f9-b9c5a96e0ae5","Grants Microsoft Defender for Cloud permissions to provision the Kubernetes defender security agent","Defender Kubernetes Agent Operator"
"5b7237c5-45e1-49d6-bc18-a1f62f400748","Install Container Storage Interface (CSI) drivers that enable your cluster to use Azure Disks. Set OpenShift cluster-wide storage defaults to ensure a default storageclass exists for clusters.","Azure Red Hat OpenShift Disk Storage Operator"
"4436bae4-7702-4c84-919b-c4069ff25ee2","Maintain machine health, network configuration, monitoring, and other features that are specific to an OpenShift cluster's continued functionality as a managed service.","Azure Red Hat OpenShift Service Operator"
"0d7aedc0-15fd-4a67-a412-efad370c947e","Install Container Storage Interface (CSI) drivers that enable your cluster to use Azure Files. Set OpenShift cluster-wide storage defaults to ensure a default storageclass exists for clusters.","Azure Red Hat OpenShift File Storage Operator"
"8b32b316-c2f5-4ddf-b05b-83dacd2d08b5","Enables permissions for the operator to manage a singleton instance of the OpenShift image registry. It manages all configuration of the registry, including creating storage.","Azure Red Hat OpenShift Image Registry Operator"
"be7a6435-15ae-4171-8f30-4a343eff9e8f","Install and upgrade the networking components on an OpenShift cluster.","Azure Red Hat OpenShift Network Operator"
"a1f96423-95ce-4224-ab27-4e3dc72facd4","Manage and update the cloud controller manager deployed on top of OpenShift.","Azure Red Hat OpenShift Cloud Controller Manager"
"0358943c-7e01-48ba-8889-02cc51d78637","Manage the lifecycle of specific-purpose custom resource definitions (CRD), controllers, and Azure RBAC objects that extend the Kubernetes API to declares the desired state of machines in a cluster.","Azure Red Hat OpenShift Machine API Operator"
"0336e1d3-7a87-462b-b6db-342b63f7802c","Manage and configure the OpenShift router.","Azure Red Hat OpenShift Cluster Ingress Operator"
"5a382001-fe36-41ff-bba4-8bf06bd54da9","Allows user read and write access to Azure Sphere resources and RBAC configuration, includes an ABAC condition to constrain role assignments.","Azure Sphere Owner"
"e2217c0e-04bb-4724-9580-91cf9871bc01","Read and create GroupQuota requests, get GroupQuota request status, and get groupQuotaLimits.","GroupQuota Request Operator"
"d0f495dc-44ef-4140-aeb0-b89110e6a7c1","Read GroupQuota requests, get GroupQuota request status, and get groupQuotaLimits.","GroupQuota Reader"
"539283cd-c185-4a9a-9503-d35217a1db7b","Provide access to Smart Boundary Solution by Bayer Ag Powered Services","Bayer Ag Powered Services Smart Boundary Solution User Role"
"8480c0f0-4509-4229-9339-7c10018cb8c4","Lets you enable and configure Microsoft Defender CSPM's sensitive data discovery feature on your storage accounts. Includes an ABAC condition to limit role assignments.","Defender CSPM Storage Scanner Operator"
"6b534d80-e337-47c4-864f-140f5c7f593d","View assessment recommendations, accepted review recommendations, and manage the recommendations lifecycle (mark recommendations as completed, postponed or dismissed, in progress, or not started).","Advisor Recommendations Contributor (Assessments and Reviews)"
"c9c97b9c-105d-4bb5-a2a7-7d15666c2484","Grants full access to manage GeoCatalogs, but does not allow you to assign roles in Azure RBAC.","GeoCatalog Administrator"
"b7b8f583-43d0-40ae-b147-6b46f53661c1","View GeoCatalogs, but does not allow you to make any changes.","GeoCatalog Reader"
"eb5a76d5-50e7-4c33-a449-070e7c9c4cf2","Users with reader access can sign in, have read-only access to the bot resources, scenarios and configuration setting except for the bot instance keys & secrets (including Authentication, Data Connection and Channels keys) and the end-user inputs (including Feedback, Unrecognized utterances and Conversation logs).","Health Bot Reader"
"af854a69-80ce-4ff7-8447-f1118a2e0ca8","Users with editor access can sign in, view and edit all the bot resources, scenarios and configuration setting except for the bot instance keys & secrets and the end-user inputs (including Feedback, Unrecognized utterances and Conversation logs). A read-only access to the bot skills and channels.","Health Bot Editor"
"f1082fec-a70f-419f-9230-885d2550fb38","Users with admin access can sign in, view and edit all of the bot resources, scenarios and configuration setting including the bot instance keys & secrets.","Health Bot Admin"
"c20923c5-b089-47a5-bf67-fd89569c4ad9","Allows access to all Gateway dataplane APIs.","Azure Programmable Connectivity Gateway Dataplane User"
"b556d68e-0be0-4f35-a333-ad7ee1ce17ea","Can approve private endpoint connections to Azure AI common dependency resources","Azure AI Enterprise Network Connection Approver"
"08d4c71a-cc63-4ce4-a9c8-5dd251b4d619","Role required by a Managed Identity for Azure Container Storage operations","Azure Container Storage Operator"
"95dd08a6-00bd-4661-84bf-f6726f83a4d0","Lets you install Azure Container Storage and manage its storage resources","Azure Container Storage Contributor"
"95de85bd-744d-4664-9dde-11430bc34793","Lets you install Azure Container Storage and grants access to its storage resources","Azure Container Storage Owner"
"5d3f1697-4507-4d08-bb4a-477695db5f82","Grants access to read and write Azure Kubernetes Services hybrid clusters","Azure Kubernetes Service Arc Contributor Role"
"233ca253-b031-42ff-9fba-87ef12d6b55f","List cluster user credential action.","Azure Kubernetes Service Arc Cluster User Role"
"b29efa5f-7782-4dc3-9537-4d5bc70a5e9f","List cluster admin credential action.","Azure Kubernetes Service Arc Cluster Admin Role"
"c2a970b4-16a7-4a51-8c84-8a8ea6ee0bb8","Backup MultiUser-Authorization. Can create/delete ResourceGuard ","Backup MUA Admin"
"f54b6d04-23c6-443e-b462-9c16ab7b4a52","Backup MultiUser-Authorization. Allows user to perform critical operation protected by resourceguard","Backup MUA Operator"
"3d24a3a0-c154-4f6f-a5ed-adc8e01ddb74","Lets you purchase savings plans","Savings plan Purchaser"
"399c3b2b-64c2-4ff1-af34-571db925b068","Allows for read, write access to ExpressRoute CrossConnections","CrossConnectionManager"
"b6ee44de-fe58-4ddc-b5c2-ab174eb23f05","Allows for read access to ExpressRoute CrossConnections","CrossConnectionReader"
"5e93ba01-8f92-4c7a-b12a-801e3df23824","Grants Microsoft Defender for Cloud access to Azure Kubernetes Services","Kubernetes Agent Operator"
"ede9aaa3-4627-494e-be13-4aa7c256148d","Allows managing API compliance in Azure API Center service.","Azure API Center Compliance Manager"
"6cba8790-29c5-48e5-bab1-c7541b01cb04","Allows read-only access to Azure API Center service.","Azure API Center Service Reader"
"dd24193f-ef65-44e5-8a7e-6fa6e03f7713","Allows managing Azure API Center service.","Azure API Center Service Contributor"
"b5b192c1-773c-4543-bfb0-6c59254b74a9","Provide access to Historical Weather Data Solution by Bayer Ag Powered Services","Bayer Ag Powered Services Historical Weather Data Solution User Role"
"4caf51ec-f9f5-413f-8a94-b9f5fddba66b","Grants full access to manage all Oracle Subscriptions resources","Oracle Subscriptions Manager Built-in Role"
"4562aac9-b209-4bd7-a144-6d7f3bb516f4","Grants full access to manage all Oracle.Database resources","Oracle.Database Owner Built-in Role"
"d623d097-b882-4e1e-a26f-ac60e31065a1","Grants read access to all Oracle.Database resources","Oracle.Database Reader Built-in Role"
"e9ce8739-6fa2-4123-a0a2-0ef41a67806f","Grants full access to manage all VmCluster resources","Oracle.Database VmCluster Administrator Built-in Role"
"4cfdd23b-aece-4fd1-b614-ad3a06c53453","Grants full access to manage all Exadata Infrastructure resources","Oracle.Database Exadata Infrastructure Administrator Built-in Role"
"25211fc6-dc78-40b6-b205-e4ac934fd9fd","Read content of config file pattern for Application Configuration Service in Azure Spring Apps","Azure Spring Apps Application Configuration Service Config File Pattern Reader Role"
"f27b7598-bc64-41f7-8a44-855ff16326c2","Allows for full access to Azure Messaging Catalog resources.","Azure Messaging Catalog Data Owner"
"5d9c6a55-fc0e-4e21-ae6f-f7b095497342","Read only access to Azure hybrid database services resources.","Azure Hybrid Database Administrator - Read Only Service Role"
"c18f9900-27b8-47c7-a8f0-5b3b3d4c2bc2","List and update actions on a business applications system. This role is in preview and subject to change.","Microsoft Sentinel Business Applications Agent Operator"
"0fb8eba5-a2bb-4abe-b1c1-49dfad359bb0","Create and execute sessions in a sessionPool","Azure ContainerApps Session Executor"
"83ee7727-862c-4213-8ed8-2ce6c5d69a40","Microsoft.Edge Winfields role for read access on federated subscriptions","Microsoft.Edge Winfields federated subscription read access role"
"ef318e2a-8334-4a05-9e4a-295a196c6a6e","Update cluster managed identities with a federated credential to build a trust relationship between the managed identity, OpenID Connect (OIDC), and the service account.","Azure Red Hat OpenShift Federated Credential"
"39138f76-04e6-41f0-ba6b-c411b59081a9","Provide access to Crop Id Solution by Bayer Ag Powered Services","Bayer Ag Powered Services Crop Id Solution User Role"
"b67fe603-310e-4889-b9ee-8257d09d353d","Provides access to scheduled event actions","Scheduled Events Contributor"
"e82342c9-ac7f-422b-af64-e426d2e12b2d","Grants permissions to call Compute Recommendations APIs provided by Compute Diagnostic Resource Provider service.","Compute Recommendations Role"
"b459aa1d-e3c8-436f-ae21-c0531140f43e","Read real-time logs for jobs in Azure Spring Apps","Azure Spring Apps Job Log Reader Role"
"91422e52-bb88-4415-bb4a-90f5b71f6dcb","List instances for job executions in Azure Spring Apps","Azure Spring Apps Job Execution Instance List Role"
"a5eb8433-97a5-4a06-80b2-a877e1622c31","Read-write access to Nexus Network Fabric Service","Nexus Network Fabric Service Writer"
"05fdd44c-adc6-4aff-981c-61041f0c929a","Read-only access to Nexus Network Fabric Service","Nexus Network Fabric Service Reader"
"adb29209-aa1d-457b-a786-c913953d2891","Allows a user to manage deployment stacks, including those with deny assignments.","Azure Deployment Stack Owner"
"bf7f8882-3383-422a-806a-6526c631a88a","Allows a user to manage deployment stacks, but cannot create or delete deny assignments within the deployment stack.","Azure Deployment Stack Contributor"
"74252426-c508-480e-9345-4607bbebead4","Read real-time logs for Spring Cloud Config Server in Azure Spring Apps","Azure Spring Apps Spring Cloud Config Server Log Reader Role"
"bfdb9389-c9a5-478a-bb2f-ba9ca092c3c7","Allows for listing all repositories in an Azure Container Registry. This role is in preview and subject to change.","Container Registry Repository Catalog Lister"
"2efddaa5-3f1f-4df3-97df-af3f13818f4c","Allows for read, write, and delete access to Azure Container Registry repositories, but excluding catalog listing. This role is in preview and subject to change.","Container Registry Repository Contributor"
"b93aa761-3e63-49ed-ac28-beffa264f7ac","Allows for read access to Azure Container Registry repositories, but excluding catalog listing. This role is in preview and subject to change.","Container Registry Repository Reader"
"2a1e307c-b015-4ebd-883e-5b7698a07328","Allows for read and write access to Azure Container Registry repositories, but excluding catalog listing. This role is in preview and subject to change.","Container Registry Repository Writer"
"78e4b983-1a0b-472e-8b7d-8d770f7c5890","Full access to DeID data. This role is in preview and subject to change","DeID Data Owner"
"28bf596f-4eb7-45ce-b5bc-6cf482fec137","Can Manage Locks Operations.","Locks Contributor"
"39fcb0de-8844-4706-b050-c28ddbe3ff83","Allows users to manage standby container group pool resources.","Standby Container Group Pool Contributor"
"85a2d0d9-2eba-4c9c-b355-11c2cc0788ab","This is the role for publishing gallery artifacts.","Compute Gallery Artifacts Publisher"
"c5826735-177b-4a0d-a9a3-d0e4b4bda107","Grant access to view all Toolchain orchestrator resources.","ToolchainOrchestrator Viewer Role"
"2ccf8795-8983-4912-8036-1c45212c95e8","Grant full access to manage all Toolchain orchestrator resources.","ToolchainOrchestrator Admin Role"
"a3ab03bc-5350-42ff-b0d5-00207672db55","Allows you to create and manage Microsoft.ProviderHub resources through the Resource Provider Platform. Does not allow you to assign roles in Azure RBAC.","ProviderHub Contributor"
"4d8c6f2e-3fd6-4d40-826e-93e3dc4c3fc1","Allows you to view all Microsoft.ProviderHub resources created through the Resource Provider Platform, but does not allow you to make any changes to the resources.","ProviderHub Reader"
"c99c945f-8bd1-4fb1-a903-01460aae6068","Role of Arc Integration for Azure Stack HCI Infrastructure Virtual Machines.","Azure Stack HCI Connected InfraVMs"
"dfce8971-25e3-42e3-ba33-6055438e3080","Create and Delete resources during VM Restore. This role is in preview and subject to change.","VM Restore Operator"
"0847e196-2fd2-4c2f-a48c-fca6fd030f44","Can read, create, modify and delete HDInsight clusters, configuration, extensions, etc.","HDInsight Cluster Admin"
"4aa368ec-fba9-4e93-81ed-396b3d461cc5","(Preview) Manage and configure Azure Operator Nexus infrastructure resources. This role is in preview and subject to change.","Operator Nexus Compute Contributor Role (Preview)"
"5d977122-f97e-4b4d-a52f-6b43003ddb4d","Grants read/write access to container groups provided by Azure Container Instances","Azure Container Instances Contributor Role"
"6cdbb904-5ff3-429d-8169-7d7818b91bd8","Read connectors and their associated resources, such as impacts and insights.","Connector Reader"
"8ad4d0ee-9bfb-49e8-93fc-01abb8db6240","Grants full access to manage Transparency Log resources.","Transparency Logs Owner"
"41e04612-9dac-4699-a02b-c82ff2cc3fb5","View home page.","Grafana Limited Viewer"
"136d308c-0937-4a49-9bd7-edfb42adbffc","Provides permissions to read, write or delete disk encryption sets which are used for encrypting managed disks with customer managed keys","Disk Encryption Set Operator for Managed Disks"
"1af232de-e806-426f-8ca1-c36142449755","Provide access to Field Imagery Solution by Bayer Ag Powered Services","Bayer Ag Powered Services Field Imagery Solution Service Role"
"9295f069-25d0-4f44-bb6a-3da70d11aa00","Grants you access to take actions as an edge order administrator","Azure Edge Hardware Center Administrator"
"b78c5d69-af96-48a3-bf8d-a8b4d589de94","A Built-In Role that has all control plane permissions to work with Azure AI and its dependencies.","Azure AI Administrator"
"cf7c76d2-98a3-4358-a134-615aa78bf44d","This is the role for reading gallery images.","Compute Gallery Image Reader"
"edd66693-d32a-450b-997d-0158c03976b0","Read access to ContainerApps jobs","Container Apps Jobs Reader"
"358470bc-b998-42bd-ab17-a7e34c199c0f","Full management of Container Apps, including creation, deletion, and updates.","Container Apps Contributor"
"f3bd1b5c-91fa-40e7-afe7-0c11d331232c","Read, logstream and exec into Container Apps.","Container Apps Operator"
"af61e8fc-2633-4b95-bed3-421ad6826515","Read access to ContainerApps sessionpools.","Container Apps SessionPools Reader"
"f7669afb-68b2-44b4-9c5f-6d2a47fddda0","Full management of Container Apps SessionPools, including creation, deletion, and updates.","Container Apps SessionPools Contributor"
"57cc5028-e6a7-4284-868d-0611c5923f8d","Full management of Container Apps ManagedEnvironments, including creation, deletion, and updates.","Container Apps ManagedEnvironments Contributor"
"1b32c00b-7eff-4c22-93e6-93d11d72d2d8","Read access to ContainerApps managedenvironments.","Container Apps ManagedEnvironments Reader"
"4e3d2b60-56ae-4dc6-a233-09c8e5a82e68","Full management of Container Apps jobs, including creation, deletion, and updates.","Container Apps Jobs Contributor"
"0ad04412-c4d5-4796-b79c-f76d14c8d402","Durable Task role for all data access operations.","Durable Task Data Contributor"
"1a5682fc-4f12-4b25-927e-e8cfed0c539e","Read, write, and delete load balancers in an Arc connected Kubernetes cluster","KubernetesRuntime Load Balancer Contributor Role"
"d715fb95-a0f0-4f1c-8be6-5ad2d2767f67","Do not remove this role from your resource group because it is critical to enable your AVS private cloud to operate. If the role is removed, it will cause your AVS private cloud control plane to no longer operate correctly. The role is used to enable the AVS private cloud control plane to create the supporting resources in the resource group of the private clouds attached virtual network and bind them to the attached virtual network. This role is not intended for use cases outside of assignment to the associated AVS identity in your entra-id tenant.","AVS Orchestrator Role"
"db7003cd-07a9-490c-bfa5-23e40314f8d7","Can Manage Service Connector.","Service Connector Contributor"
"2a740172-0fc2-4039-972c-b31864cd47d6","Provide full access to all Azure Device Update agent operations","Azure Device Update Agent"
"2142ea27-02ad-4094-bfea-2dbac6d24934","Read all resources in Azure Virtual Enclaves and Approve approval requests within the Enclave","Enclave Approver Role"
"a68e7c17-0ab2-4c09-9a58-125dae29748c","Allows permanent deletion of soft-deleted vaults.","Key Vault Purge Operator"
"b5b0c71d-aca9-4081-aee2-9b1bb335fc1a","Full access to perform all Face APIs","Cognitive Services Face Contributor"
"b9a307c4-5aa3-4b52-ba60-2b17c136cd7b","Read, start, and stop Container Apps jobs.","Container Apps Jobs Operator"
